id,Price
0,7277923.635679442
1,13897271.805574916
2,10616393.862439023
3,11551349.458536584
4,4624476.787317073
5,5524580.359024389
6,8270050.700487805
7,5627562.2868292555
8,7419567.046829264
9,12106688.649804883
10,5837489.0604878
11,8752347.386341464
12,14149281.222439026
13,4561151.566829269
14,2900415.0819512117
15,10017238.89073171
16,8487163.255609758
17,11070463.703414626
18,13341978.572195118
19,3087852.7697561015
20,12564007.23219513
21,12736595.502439022
22,10387210.778780477
23,13617886.222160276
24,5193730.949268285
25,6867430.346341463
26,11551349.458536584
27,7677551.827317071
28,9329070.661463413
29,14493156.717073167
30,9095125.978536583
31,5955763.671219506
32,9167797.30551219
33,13672201.56585366
34,7765667.042926829
35,11580435.362926828
36,5947621.958048776
37,8377242.78731707
38,5788647.95707316
39,21371675.103804875
40,10348892.139512194
41,13826080.21170731
42,4750704.983414638
43,11537802.92195122
44,13154756.399999999
45,9982684.879024401
46,7831324.036097561
47,12062526.848780487
48,8521595.648780484
49,8982268.814634142
50,11917436.101463411
51,8709591.046829263
52,6796188.965853658
53,4260757.952195121
54,11053222.246097533
55,12452568.506341461
56,11770552.527386751
57,13741990.252682924
58,6480897.16390242
59,12803297.347317059
60,12071927.12195122
61,9032496.769756095
62,6708669.163902441
63,2175768.4653658476
64,14460877.25560976
65,10017238.89073171
66,8104593.658536587
67,13927448.37775609
68,13863661.674146336
69,17957544.64682927
70,19172752.39317074
71,2872037.5902439025
72,19566640.6609756
73,8158741.823414634
74,8933774.215609754
75,6475162.68585365
76,19259752.855609756
77,4683332.373658539
78,4311504.412682911
79,4333550.399999996
80,10714161.875121951
81,16558151.438048773
82,9679544.062996505
83,13972264.691707324
84,5304665.961951218
85,9394409.277658576
86,16868167.542438984
87,14030075.67896864
88,17634468.59121952
89,9153311.02243904
90,16646225.391219517
91,12091016.950243939
92,4883109.365853663
93,6511224.405156779
94,14335314.875121951
95,10753664.154146342
96,11641139.528780488
97,5635422.781463418
98,5548642.6448780475
99,20793100.68000001
100,5869764.295609756
101,7107420.492961667
102,14453600.830243917
103,22907606.435121957
104,2624865.515121947
105,17430725.272097558
106,7528651.088780482
107,8291858.678048781
108,10906420.011219503
109,12368078.157073172
110,8834834.052543554
111,3731996.4790243898
112,3234909.5999999954
113,3322717.794146321
114,13391062.339902453
115,5879581.975609757
116,8275901.569756096
117,8945676.20487805
118,6190699.653658536
119,10337427.576585371
120,3450527.420487804
121,15442828.156097561
122,6383329.068292679
123,6067998.395121946
124,2738846.107317071
125,11325831.639721258
126,10954335.240000006
127,8438895.24409756
128,11160957.681951229
129,5536663.080000001
130,3813407.9385365774
131,14278840.16487805
132,13368441.503414638
133,6169371.921951215
134,4340495.502439018
135,14054181.365853658
136,2675495.02829268
137,13319866.953449477
138,20916057.85463415
139,12766876.015609756
140,16737793.305365872
141,12158853.220243905
142,2424110.680975608
143,13132468.23219512
144,13863661.674146336
145,4766575.95219511
146,4495938.005853657
147,9780039.702439032
148,2624865.515121947
149,12080942.464390239
150,8315787.472682928
151,11702780.440975608
152,5704822.92292683
153,19191100.276097562
154,2609007.7258536587
155,11216054.47379791
156,5512436.912195123
157,10776022.601560997
158,16964445.71414637
159,5805508.390243882
160,18279371.985365853
161,12439294.791219508
162,17528613.029268272
163,10483197.263414625
164,11559844.004487803
165,15061902.883902455
166,14594414.575609712
167,17792148.998048786
