id,Price
0,7155988.312200003
1,13868338.675285714
2,10729335.484399997
3,11624843.8644
4,4663839.921000003
5,5565897.999999999
6,8229425.1181999985
7,5624403.852599984
8,7379684.652599996
9,12277288.671050007
10,5872953.9257999975
11,8658100.8306
12,13981908.252000002
13,4556168.323200001
14,2921556.1127999923
15,10473738.600000003
16,8446966.663200002
17,11072355.696999999
18,13273389.066042852
19,3087515.2152000056
20,12380885.225800006
21,13035258.620800002
22,10437894.009399984
23,13820198.883400002
24,5195802.338999987
25,6855833.912199998
26,11624843.8644
27,7657554.564399999
28,9372155.847599996
29,14423307.97179999
30,9116631.927000001
31,5970683.674799992
32,9318192.878279997
33,13656650.8962
34,7744437.012000001
35,12090727.212199997
36,5982737.818199993
37,8445330.209159994
38,5842946.834399988
39,19523516.47947999
40,11031487.43268
41,14026694.433142848
42,4745486.339099998
43,12086709.538428573
44,13115941.566
45,9908394.329600012
46,7708186.1064
47,11987737.944
48,8338513.162199998
49,8858610.9846
50,11905912.277999995
51,8910029.567399997
52,6787818.213799999
53,4300699.977600001
54,11051887.209609963
55,10928902.444199998
56,11796201.349399991
57,13697378.330999995
58,6445490.045799983
59,12880924.523999985
60,10906360.0386
61,9161122.900799997
62,6812095.053400004
63,2187709.726799992
64,14304482.595000004
65,10473738.600000003
66,8021744.554200001
67,13928059.189199986
68,13592376.407999992
69,18057909.414999995
70,18624975.72
71,2886174.8447999996
72,19413052.398479983
73,8368987.8246
74,8880790.843599996
75,6487482.960399994
76,18691865.048999995
77,4737530.740799997
78,4359757.084799997
79,4328233.759200001
80,10693869.445999999
81,16653350.238199994
82,9656678.407999987
83,13924221.402000008
84,5252301.909399999
85,9560120.355017183
86,17005956.52079996
87,13705237.423577141
88,13708355.272114286
89,9150188.556600016
90,15239846.549199995
91,11052177.476600045
92,4882775.830399995
93,6656427.304799986
94,14098644.3052
95,10805723.643000001
96,11955538.955545714
97,5545046.902200002
98,5564515.0964
99,20360445.292200014
100,5960190.338514288
101,6786188.013799992
102,13881491.884000016
103,20235424.5132
104,2662888.425599997
105,17328143.2467
106,7588091.139719997
107,8021744.554200001
108,8258094.395849986
109,11038109.542200001
110,8569240.583428571
111,3740211.7272
112,3207457.4765999955
113,3348122.445199978
114,13263217.395740014
115,5913111.729199998
116,8157466.46
117,8883619.215899998
118,6143199.935599997
119,10495856.337088577
120,3447903.8255999982
121,15860009.060999997
122,6403009.009799995
123,5992850.541599994
124,2726557.0721999984
125,10845546.803742858
126,10961128.978800006
127,8298467.862359998
128,11052836.025530009
129,5543551.627714288
130,3813042.394199989
131,13901374.346600002
132,12137696.23820001
133,5746754.857999993
134,4352373.810200002
135,14285611.110457148
136,2702841.0707999975
137,13347195.471257146
138,20937388.7814
139,12868574.523999995
140,16452809.209199991
141,12154744.536350003
142,2409893.0933999964
143,13372540.36002857
144,13592376.407999992
145,4645184.554399988
146,4475214.560142848
147,9855106.895400006
148,2662888.425599997
149,11989454.396399992
150,8573972.8035
151,11723128.326000001
152,5750261.6652000025
153,18910614.473399997
154,2620632.3077999996
155,11278493.202599999
156,5479887.363600003
157,10735618.374000022
158,16607908.3638
159,5798870.375999979
160,18731418.2458
161,10267827.988599988
162,17434642.55779998
163,10475833.061199995
164,11805983.695479995
165,14877270.852600016
166,14149788.866199953
167,17686513.743600003
168,13697378.330999995
169,8090126.435039997
170,11083564.260599999
171,15380688.28158572
172,3833483.0026999973
173,3026578.3391999975
174,5343515.353799999
175,10170480.323900001
176,10948048.155199992
177,3901520.1653999877
178,13914981.132000001
179,15528063.834399996
180,8971763.35926
181,14792800.409399964
182,12240206.721599966
183,16500801.407999992
184,10312872.489400001
185,4158303.045
186,4492731.757799999
187,11263066.61999999
188,8881156.05779999
189,4947017.517
190,2434353.9479999994
191,7197578.270999999
192,9529562.03159998
193,12254176.639342844
194,3100995.1907999963
195,4284055.635599996
196,6042083.774257173
197,6377240.4383999985
198,6379015.775600002
199,15594071.867399994
200,16535314.520399993
201,5053295.787799994
202,14575814.140160011
203,7070604.5124
204,8089236.958400006
205,3450407.0718000014
206,6735892.885799999
207,11228138.794600002
208,15100177.879800018
209,5766738.2448
210,12270670.269000005
211,21568952.121599987
212,7034821.3259999845
213,5850985.992799998
214,6081972.982799987
215,11007507.279600052
216,7914783.575400006
217,10856033.6898
218,4050012.934500002
219,16279414.171799997
220,3088593.666599992
221,16898430.010799997
222,4864327.6968000075
223,6044865.925799998
224,12735240.419422837
225,17846019.699299995
226,8888045.6782
227,8488661.382110005
228,5944363.354799996
229,3606973.406399999
230,5102140.680000016
231,18845606.67042857
232,11885336.931000005
233,15440304.586200003
234,15789059.793000001
235,7805048.613699999
236,17303117.379599992
237,2339038.376999997
238,4811911.110499997
239,5629501.339799997
240,10380974.143800002
241,14432008.200999998
242,10756943.020199994
243,11248141.383180005
244,4842761.484600008
245,14544274.196399985
246,5367407.268599993
247,3355839.881160003
248,13223367.136979997
249,4647000.844199985
250,14582609.6832
251,10496454.103200005
252,16800297.157799996
253,20000000.513999984
254,4641504.847199999
255,17154709.899599995
256,8574174.913014285
257,4113980.9204000006
258,12676114.149399964
259,5901604.987200013
260,10845010.237880003
261,17777107.218
262,4663839.921000003
263,10064145.910000002
264,3506084.8237999976
265,13387212.37880001
266,8084871.974400001
267,12299787.814600004
268,6686318.108600001
269,16322719.990200002
270,5835665.6202
271,13414787.755199999
272,3207457.4765999955
273,3494411.9495999967
274,4963497.4558000015
275,10303992.0984
276,3423319.9650000012
277,2948307.101999997
278,15948849.773999996
279,4089373.3478000313
280,8594476.09566
281,10632290.957860002
282,8192578.8438
283,12842891.760400007
284,4113284.6273999945
285,2688665.8889999883
286,2889209.9807999968
287,9686335.895599999
288,4678198.870799994
289,5419117.95360001
290,2685723.378000001
291,6455164.042860007
292,7830459.8502
293,17601825.199399997
294,2412128.8385999985
295,6355911.000399993
296,3100995.1907999963
297,12842891.760400007
298,4113284.6273999945
299,2688665.8889999883
300,2889209.9807999968
301,9686335.895599999
302,4678198.870799994
303,5419117.95360001
304,2685723.378000001
305,6455164.042860007
306,7830459.8502
307,17601825.199399997
308,2412128.8385999985
309,6355911.000399993
310,3100995.1907999963
311,12842891.760400007
312,4113284.6273999945
313,2688665.8889999883
314,2889209.9807999968
315,9686335.895599999
316,4678198.870799994
317,5419117.95360001
318,2685723.378000001
319,6455164.042860007
320,7830459.8502
321,17601825.199399997
322,2412128.8385999985
323,6355911.000399993
324,3100995.1907999963
